,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
2352,Bachelors,2013,Bangalore,3,27,Female,No,5,False
2353,Masters,2014,Pune,3,27,Male,No,5,False
2354,Masters,2017,New Delhi,2,26,Female,Yes,4,True
2355,Masters,2017,New Delhi,2,30,Female,No,1,False
2356,Masters,2018,New Delhi,3,27,Female,No,5,True
2357,Bachelors,2017,Pune,2,29,Male,No,1,False
2358,Masters,2014,New Delhi,1,29,Male,No,1,False
2359,Bachelors,2015,Pune,2,30,Female,No,2,True
2360,Bachelors,2014,Bangalore,3,30,Male,No,2,True
2361,Masters,2018,New Delhi,1,30,Female,No,2,False
2362,Bachelors,2017,Bangalore,3,29,Male,No,1,False
2363,Bachelors,2016,Pune,3,28,Male,No,2,False
2364,Bachelors,2018,Bangalore,3,26,Female,No,4,True
2365,Bachelors,2014,Bangalore,1,28,Female,No,2,False
2366,Masters,2017,New Delhi,2,29,Female,No,2,False
2367,Masters,2013,New Delhi,3,26,Male,No,4,True
2368,Bachelors,2017,New Delhi,2,28,Female,No,1,False
2369,Bachelors,2016,Bangalore,3,30,Female,No,1,False
2370,PHD,2015,Pune,3,27,Male,No,5,False
2371,Bachelors,2016,Bangalore,3,29,Male,No,2,False
2372,Bachelors,2014,Pune,2,28,Female,No,2,True
2373,Bachelors,2016,Bangalore,3,26,Male,No,4,False
2374,Masters,2017,New Delhi,2,30,Female,Yes,2,False
2375,PHD,2013,New Delhi,3,30,Female,No,2,False
2376,Bachelors,2015,Bangalore,3,29,Male,No,2,False
2377,Bachelors,2017,Bangalore,3,28,Male,No,2,False
2378,Bachelors,2015,Bangalore,3,29,Male,No,2,True
2379,Bachelors,2015,Pune,1,26,Female,No,4,True
2380,Bachelors,2013,Bangalore,3,28,Male,No,1,False
2381,Bachelors,2015,Pune,2,29,Female,No,2,True
2382,Bachelors,2013,Bangalore,3,26,Male,Yes,4,False
2383,Masters,2014,Pune,3,30,Male,No,2,False
2384,Masters,2017,Pune,2,30,Male,Yes,2,False
2385,Bachelors,2017,Pune,3,27,Male,No,5,False
2386,Bachelors,2014,New Delhi,3,28,Female,Yes,2,False
2387,Bachelors,2014,New Delhi,3,27,Female,No,5,False
2388,Bachelors,2015,Pune,2,29,Female,Yes,1,True
2389,Bachelors,2013,Pune,3,26,Male,No,4,False
2390,Bachelors,2014,New Delhi,3,30,Male,No,1,False
2391,Bachelors,2013,Pune,2,26,Male,No,4,False
2392,Bachelors,2016,Bangalore,3,26,Male,No,4,False
2393,Masters,2017,New Delhi,2,28,Female,No,2,False
2394,Masters,2017,New Delhi,2,27,Male,No,5,True
2395,Bachelors,2017,Pune,2,29,Female,No,1,True
2396,Masters,2017,New Delhi,2,28,Female,No,1,True
2397,Bachelors,2017,New Delhi,2,26,Male,No,4,False
2398,Bachelors,2014,Bangalore,3,29,Female,No,1,True
2399,Bachelors,2012,Bangalore,3,28,Male,No,1,False
2400,Bachelors,2016,Bangalore,3,27,Male,No,5,False
2401,Bachelors,2012,Bangalore,3,28,Female,No,1,False
2402,Masters,2015,Pune,2,30,Female,No,2,True
2403,Masters,2017,New Delhi,2,28,Male,No,2,False
2404,Masters,2015,Pune,2,29,Female,No,1,False
2405,Masters,2015,Bangalore,3,26,Male,No,4,True
2406,Bachelors,2013,Bangalore,3,26,Male,No,4,False
2407,Bachelors,2017,Bangalore,3,29,Female,No,1,False
2408,Bachelors,2017,Bangalore,3,27,Male,Yes,5,False
2409,Bachelors,2014,New Delhi,3,29,Female,No,2,False
2410,Bachelors,2017,New Delhi,3,27,Female,No,5,False
2411,Masters,2017,Pune,2,28,Female,No,2,False
2412,Masters,2013,New Delhi,3,27,Female,No,5,True
2413,Masters,2017,New Delhi,3,27,Male,Yes,5,True
2414,Bachelors,2013,Bangalore,3,30,Male,No,2,False
2415,Bachelors,2015,Pune,2,27,Female,Yes,5,True
2416,Bachelors,2014,Bangalore,3,26,Male,No,4,False
2417,Bachelors,2015,Bangalore,2,27,Female,No,5,True
2418,Bachelors,2015,Bangalore,3,30,Male,No,2,True
2419,Masters,2017,Bangalore,2,27,Male,No,5,False
2420,Bachelors,2017,Bangalore,3,30,Male,No,2,True
2421,Bachelors,2016,Pune,2,30,Female,No,2,True
2422,Masters,2016,Pune,1,27,Female,No,5,False
2423,Bachelors,2012,Bangalore,3,26,Male,No,4,False
2424,Bachelors,2014,Bangalore,3,27,Male,No,5,False
2425,Bachelors,2015,Pune,3,29,Female,No,2,True
2426,Bachelors,2013,New Delhi,3,26,Male,No,4,False
2427,Bachelors,2015,Pune,2,29,Female,No,2,True
2428,Bachelors,2013,Pune,3,28,Male,No,2,False
2429,Bachelors,2013,Pune,2,27,Male,No,5,True
2430,Masters,2014,New Delhi,3,28,Male,No,1,True
2431,Bachelors,2016,New Delhi,3,27,Female,No,5,True
2432,Bachelors,2016,New Delhi,3,29,Female,Yes,2,False
2433,Masters,2018,New Delhi,1,26,Female,No,4,True
2434,Bachelors,2015,Bangalore,3,27,Female,No,5,False
2435,Bachelors,2013,Pune,2,27,Female,No,5,True
2436,Bachelors,2014,New Delhi,3,28,Female,No,2,False
2437,Bachelors,2014,Bangalore,3,27,Male,No,5,False
2438,Bachelors,2016,Bangalore,3,29,Female,No,1,False
2439,Bachelors,2012,Bangalore,3,29,Female,No,1,False
2440,Bachelors,2018,Bangalore,3,29,Male,Yes,2,True
2441,Bachelors,2012,Pune,3,30,Male,No,1,False
2442,Bachelors,2013,Bangalore,3,30,Male,Yes,1,True
2443,Bachelors,2014,Bangalore,3,27,Male,No,5,False
2444,Bachelors,2015,New Delhi,3,29,Female,Yes,1,False
2445,Bachelors,2014,Bangalore,3,30,Female,No,1,False
2446,Bachelors,2014,Pune,1,28,Male,No,2,False
2447,Bachelors,2015,Pune,3,27,Female,No,5,False
2448,Bachelors,2016,Bangalore,3,30,Male,No,1,True
2449,Bachelors,2016,Pune,3,26,Female,No,4,True
2450,Bachelors,2018,New Delhi,3,27,Female,Yes,5,True
2451,Bachelors,2015,Bangalore,3,26,Male,No,4,False
2452,Masters,2017,New Delhi,2,27,Male,No,5,True
2453,Bachelors,2015,Bangalore,3,26,Male,No,4,False
2454,Bachelors,2017,Pune,3,26,Female,No,4,True
2455,Bachelors,2012,Pune,1,27,Male,No,5,False
2456,Bachelors,2016,Bangalore,3,26,Male,No,4,False
2457,PHD,2017,Bangalore,3,28,Female,No,1,False
2458,Bachelors,2015,Pune,3,29,Female,No,1,True
2459,Masters,2014,New Delhi,3,30,Male,Yes,2,False
2460,Bachelors,2013,Pune,3,26,Male,No,4,False
2461,Bachelors,2012,Bangalore,3,27,Male,No,5,False
2462,Bachelors,2015,Pune,3,28,Male,No,1,False
2463,Bachelors,2013,Bangalore,3,26,Male,No,4,False
2464,Bachelors,2013,New Delhi,3,26,Male,No,4,False
2465,Masters,2012,New Delhi,3,30,Male,No,2,False
2466,PHD,2013,New Delhi,3,27,Male,No,5,False
2467,Bachelors,2012,Bangalore,3,27,Male,No,5,False
2468,Bachelors,2018,Bangalore,3,30,Male,Yes,1,True
2469,Bachelors,2012,Bangalore,3,26,Female,No,4,False
2470,Masters,2017,New Delhi,3,29,Female,No,2,False
2471,Bachelors,2014,Bangalore,3,29,Male,No,2,False
2472,Bachelors,2017,New Delhi,3,28,Male,No,1,False
2473,Bachelors,2015,Pune,2,26,Female,No,4,True
2474,Bachelors,2018,Bangalore,3,27,Female,No,5,True
2475,Bachelors,2014,Bangalore,1,28,Male,No,1,False
2476,Bachelors,2016,Bangalore,3,28,Male,No,1,False
2477,Bachelors,2014,Pune,3,26,Male,No,4,False
2478,Bachelors,2012,Pune,3,26,Male,No,4,False
2479,Bachelors,2015,Bangalore,3,28,Male,No,2,False
2480,Bachelors,2014,Bangalore,3,28,Male,No,1,False
2481,Bachelors,2016,Bangalore,3,27,Male,No,5,False
2482,PHD,2012,New Delhi,1,29,Female,No,2,False
2483,Bachelors,2013,Bangalore,3,30,Female,No,2,True
2484,Bachelors,2016,Bangalore,3,26,Male,No,4,False
2485,Bachelors,2014,Pune,3,28,Male,No,1,False
2486,Masters,2013,New Delhi,2,26,Male,No,4,True
2487,Bachelors,2017,Bangalore,3,27,Male,No,5,False
2488,Bachelors,2013,Pune,3,27,Female,No,5,False
2489,PHD,2015,New Delhi,3,28,Male,No,2,False
2490,Masters,2017,Pune,2,28,Male,No,2,False
2491,Bachelors,2014,Pune,3,28,Male,No,4,False
2492,Bachelors,2016,Bangalore,3,29,Female,No,1,True
2493,Bachelors,2017,Bangalore,3,26,Female,No,4,True
2494,Bachelors,2015,Bangalore,3,30,Male,No,0,False
2495,Masters,2012,New Delhi,3,30,Male,No,2,False
2496,Bachelors,2012,Bangalore,1,30,Female,No,0,False
2497,Bachelors,2014,New Delhi,3,27,Female,No,5,False
2498,Bachelors,2017,New Delhi,2,28,Female,No,0,False
2499,Bachelors,2012,Pune,3,26,Male,No,4,False
2500,Bachelors,2015,Pune,3,29,Female,No,3,True
2501,Masters,2017,Pune,2,30,Male,No,0,True
2502,Bachelors,2013,New Delhi,3,26,Male,No,4,False
2503,Masters,2014,Pune,3,30,Male,No,0,True
2504,Bachelors,2013,Pune,3,29,Male,Yes,2,False
2505,Bachelors,2017,Bangalore,3,28,Male,No,3,False
2506,Masters,2018,New Delhi,3,27,Male,Yes,5,True
2507,Masters,2017,New Delhi,2,26,Female,Yes,4,True
2508,Bachelors,2012,Bangalore,3,30,Female,No,0,True
2509,Bachelors,2012,Bangalore,3,29,Female,No,4,False
2510,Bachelors,2014,Bangalore,3,29,Male,No,1,False
2511,Bachelors,2016,Bangalore,3,27,Male,No,5,False
2512,Bachelors,2015,Bangalore,3,28,Male,Yes,4,False
2513,Bachelors,2014,Bangalore,3,26,Male,No,4,False
2514,Bachelors,2016,Pune,3,29,Male,No,5,False
2515,Bachelors,2014,Bangalore,3,29,Male,No,0,False
2516,Masters,2013,Bangalore,3,30,Male,No,5,True
2517,Bachelors,2017,New Delhi,3,30,Female,Yes,3,False
2518,Bachelors,2014,Bangalore,3,27,Male,No,5,False
2519,PHD,2015,Pune,2,30,Female,No,4,False
2520,Masters,2014,Bangalore,3,30,Male,No,4,True
2521,Masters,2017,New Delhi,2,27,Male,No,5,True
2522,Bachelors,2013,Pune,3,30,Male,No,0,False
2523,Masters,2017,Pune,2,30,Male,No,0,False
2524,Masters,2017,New Delhi,2,29,Female,No,2,False
2525,Masters,2017,New Delhi,2,29,Male,No,2,False
2526,Bachelors,2014,Bangalore,1,27,Male,No,5,True
2527,Bachelors,2012,Bangalore,3,27,Female,No,5,False
2528,Bachelors,2017,Bangalore,3,27,Male,No,5,False
2529,Masters,2018,New Delhi,3,30,Female,No,4,True
2530,Bachelors,2015,Bangalore,3,29,Female,No,1,False
2531,Bachelors,2014,Pune,3,26,Female,No,4,True
2532,Masters,2016,Pune,3,28,Male,No,2,False
2533,Bachelors,2015,New Delhi,3,28,Female,No,4,False
2534,Bachelors,2015,Bangalore,3,30,Male,No,0,False
2535,Bachelors,2014,Bangalore,3,28,Female,No,3,False
2536,Bachelors,2017,Bangalore,3,28,Male,No,4,False
2537,Bachelors,2013,Bangalore,3,26,Male,No,4,False
2538,Bachelors,2015,Bangalore,3,28,Female,No,0,False
2539,Bachelors,2015,Pune,2,28,Female,No,2,True
2540,Masters,2013,Pune,3,27,Female,Yes,5,True
2541,Bachelors,2016,Bangalore,3,27,Male,No,5,True
2542,Bachelors,2012,Pune,3,29,Male,No,1,False
2543,Bachelors,2015,Pune,2,28,Female,No,0,True
2544,Bachelors,2018,Pune,3,30,Male,Yes,3,True
2545,Bachelors,2016,Bangalore,3,29,Male,No,5,False
2546,Masters,2013,New Delhi,2,27,Female,No,5,True
2547,Masters,2017,New Delhi,2,30,Male,No,2,False
2548,Bachelors,2012,New Delhi,3,26,Male,No,4,False
2549,Bachelors,2016,Bangalore,3,30,Male,No,2,True
2550,Bachelors,2017,New Delhi,2,29,Male,No,3,True
2551,Bachelors,2017,Pune,2,28,Male,No,3,False
2552,Bachelors,2013,Bangalore,3,27,Male,No,5,False
2553,Bachelors,2013,Bangalore,3,29,Male,Yes,4,False
2554,Bachelors,2013,Bangalore,3,30,Male,No,5,False
2555,Bachelors,2015,Bangalore,3,26,Male,No,4,False
2556,Bachelors,2015,Pune,2,26,Female,No,4,True
2557,Bachelors,2012,Bangalore,3,29,Male,Yes,2,True
2558,Masters,2015,Bangalore,3,28,Male,No,0,True
2559,Bachelors,2014,New Delhi,3,29,Female,No,2,False
2560,Masters,2015,Pune,3,29,Female,No,4,False
2561,Bachelors,2013,Bangalore,3,27,Male,No,5,False
2562,Bachelors,2013,Pune,3,27,Female,No,5,True
2563,Bachelors,2017,Bangalore,3,30,Male,No,1,True
2564,Masters,2014,Pune,3,30,Male,No,2,False
2565,Bachelors,2015,New Delhi,3,28,Female,No,4,False
2566,Bachelors,2013,Bangalore,3,26,Female,No,4,False
2567,Bachelors,2014,Bangalore,3,28,Male,No,5,False
2568,Bachelors,2017,Bangalore,1,28,Female,No,0,True
2569,Bachelors,2016,Bangalore,3,27,Male,Yes,5,False
2570,Bachelors,2013,Bangalore,3,28,Male,No,5,False
2571,Masters,2013,New Delhi,3,30,Male,No,2,True
2572,Masters,2013,New Delhi,1,29,Female,No,2,True
2573,Bachelors,2017,Bangalore,3,26,Male,No,4,False
2574,Bachelors,2015,Pune,3,28,Male,No,3,False
2575,Bachelors,2013,Bangalore,3,29,Male,No,2,False
2576,Masters,2017,New Delhi,2,28,Female,No,2,False
2577,Masters,2017,New Delhi,2,30,Female,No,2,False
2578,PHD,2013,New Delhi,3,27,Female,No,5,False
2579,Bachelors,2016,Pune,3,26,Male,No,4,False
2580,Bachelors,2017,New Delhi,2,26,Female,No,4,False
2581,Bachelors,2016,Bangalore,3,28,Female,No,1,True
2582,Bachelors,2017,Pune,2,27,Female,No,5,True
2583,Bachelors,2012,Bangalore,3,27,Female,No,5,False
2584,Bachelors,2014,Bangalore,3,26,Male,No,4,True
2585,Bachelors,2016,Bangalore,3,27,Male,Yes,5,False
2586,Bachelors,2015,Bangalore,3,27,Female,No,5,False
2587,Bachelors,2015,Pune,3,29,Male,No,1,False
2588,Bachelors,2018,Bangalore,3,26,Male,No,4,True
2589,Bachelors,2012,Bangalore,3,26,Female,No,4,False
2590,Bachelors,2017,Bangalore,3,27,Male,Yes,5,False
2591,Bachelors,2015,Pune,3,30,Female,No,0,True
2592,Bachelors,2017,Bangalore,3,30,Male,No,3,False
2593,PHD,2012,New Delhi,3,29,Male,No,5,False
2594,Bachelors,2016,Pune,3,29,Male,No,5,False
2595,Bachelors,2014,Bangalore,3,26,Female,Yes,4,False
2596,PHD,2014,New Delhi,3,28,Female,No,0,False
2597,Bachelors,2018,Bangalore,3,28,Male,No,1,True
2598,Bachelors,2013,New Delhi,3,27,Female,Yes,5,False
2599,Bachelors,2013,Bangalore,3,28,Male,No,2,False
2600,Bachelors,2018,Bangalore,3,29,Male,No,0,True
2601,Bachelors,2016,Bangalore,3,29,Male,No,3,False
2602,Bachelors,2018,Pune,3,30,Female,No,2,True
2603,Bachelors,2013,Bangalore,3,26,Male,No,4,False
2604,Bachelors,2014,Pune,3,29,Male,No,3,False
2605,Bachelors,2013,Pune,3,30,Male,No,4,False
2606,Masters,2015,New Delhi,3,29,Male,No,2,False
2607,Bachelors,2018,Pune,3,27,Male,No,5,True
2608,Bachelors,2016,Bangalore,3,28,Male,No,2,False
2609,Bachelors,2015,Bangalore,3,29,Male,No,1,False
2610,Bachelors,2016,Bangalore,3,30,Male,No,0,False
2611,Bachelors,2016,Bangalore,3,28,Female,No,1,False
2612,Bachelors,2017,New Delhi,3,26,Female,No,4,False
2613,Bachelors,2014,Pune,2,29,Female,No,1,True
2614,PHD,2013,New Delhi,3,30,Female,No,2,False
2615,Bachelors,2016,Bangalore,3,28,Male,Yes,3,False
2616,Bachelors,2015,Bangalore,3,28,Male,No,1,False
2617,Bachelors,2016,Pune,3,28,Male,No,5,False
2618,Bachelors,2017,Pune,2,28,Female,No,1,True
2619,Bachelors,2015,Bangalore,3,30,Male,No,4,False
2620,Masters,2012,New Delhi,3,27,Male,No,5,False
2621,Masters,2017,New Delhi,3,29,Female,Yes,2,False
2622,Bachelors,2018,New Delhi,3,29,Female,No,2,True
2623,Bachelors,2018,Bangalore,3,29,Male,No,0,True
2624,Bachelors,2012,Bangalore,3,28,Female,No,0,False
2625,Bachelors,2015,Pune,2,28,Female,No,0,True
2626,Masters,2017,New Delhi,2,27,Female,No,5,True
2627,Bachelors,2018,Pune,3,28,Female,No,5,True
2628,Bachelors,2016,Pune,3,28,Male,No,1,False
2629,Bachelors,2014,Bangalore,1,26,Male,No,4,True
2630,Bachelors,2014,New Delhi,2,29,Female,No,3,True
2631,Masters,2014,Pune,3,26,Male,No,4,True
2632,Bachelors,2017,Pune,3,27,Male,No,5,False
2633,Bachelors,2013,Pune,3,30,Male,No,4,True
2634,Bachelors,2015,Bangalore,3,30,Male,No,3,False
2635,Bachelors,2012,Bangalore,3,29,Male,No,2,True
2636,Bachelors,2014,Pune,3,26,Male,No,4,False
2637,Bachelors,2013,Bangalore,3,26,Female,No,4,False
2638,Masters,2017,New Delhi,2,30,Female,No,2,True
2639,Bachelors,2012,Pune,3,29,Male,No,0,False
2640,Bachelors,2015,Pune,1,30,Female,No,0,True
2641,Bachelors,2017,Bangalore,3,28,Male,No,3,False
2642,Bachelors,2013,Bangalore,3,28,Male,No,5,False
2643,Bachelors,2017,Pune,2,30,Female,No,4,True
2644,Bachelors,2017,Pune,2,28,Male,No,5,False
2645,Bachelors,2014,New Delhi,3,27,Female,No,5,True
2646,Bachelors,2012,Bangalore,3,28,Female,No,2,False
2647,Bachelors,2013,Bangalore,3,29,Female,No,5,False
2648,Bachelors,2012,Bangalore,3,27,Female,No,5,True
2649,Bachelors,2017,Pune,2,28,Female,No,3,True
2650,Bachelors,2015,Bangalore,1,29,Male,No,4,False
2651,Bachelors,2013,Bangalore,2,30,Male,No,0,True
2652,PHD,2018,Bangalore,3,28,Male,No,2,True
2653,Bachelors,2015,Pune,3,28,Female,No,3,True
2654,Bachelors,2015,Bangalore,3,27,Male,No,5,False
2655,Bachelors,2015,Bangalore,3,30,Female,No,3,True
2656,Bachelors,2012,Bangalore,3,29,Male,No,5,False
2657,Bachelors,2012,Bangalore,3,27,Female,No,5,False
2658,Bachelors,2015,Bangalore,3,26,Female,No,4,False
2659,Bachelors,2016,Pune,3,27,Male,No,5,False
2660,Bachelors,2013,Bangalore,3,27,Female,No,5,False
2661,Bachelors,2013,Pune,3,28,Male,No,0,False
2662,Bachelors,2014,Pune,3,29,Male,No,1,False
2663,Bachelors,2017,New Delhi,2,27,Male,No,5,False
2664,Bachelors,2013,New Delhi,3,27,Female,No,5,False
2665,Bachelors,2017,Pune,3,30,Male,No,5,False
2666,Bachelors,2013,Pune,3,27,Male,No,5,False
2667,Bachelors,2012,New Delhi,3,30,Female,Yes,3,False
2668,Bachelors,2013,Pune,2,30,Male,No,1,True
2669,PHD,2015,New Delhi,3,27,Female,No,5,False
2670,Bachelors,2014,Pune,3,26,Male,No,4,False
2671,Bachelors,2015,Pune,2,27,Female,Yes,5,True
2672,Masters,2017,New Delhi,2,29,Male,No,1,False
2673,Bachelors,2013,New Delhi,3,28,Female,No,3,False
2674,Masters,2012,Pune,3,29,Male,No,4,True
2675,Bachelors,2014,New Delhi,3,28,Female,No,3,False
2676,Bachelors,2018,Bangalore,3,27,Male,Yes,5,True
2677,Bachelors,2012,Bangalore,3,29,Male,No,1,False
2678,Bachelors,2017,Pune,2,26,Male,No,4,False
2679,Bachelors,2014,Bangalore,3,30,Male,No,2,True
2680,Bachelors,2014,New Delhi,3,29,Male,No,4,False
2681,Bachelors,2015,Pune,2,26,Female,No,4,True
2682,Bachelors,2014,Bangalore,3,27,Female,No,5,False
2683,Masters,2013,New Delhi,2,26,Male,No,4,True
2684,Bachelors,2013,New Delhi,3,29,Female,No,2,False
2685,Bachelors,2016,Bangalore,2,30,Female,No,4,True
2686,Bachelors,2017,New Delhi,3,29,Female,No,0,False
2687,Bachelors,2018,Bangalore,3,28,Male,No,3,True
2688,Bachelors,2014,Bangalore,3,29,Male,No,4,False
2689,Masters,2017,New Delhi,2,30,Female,No,2,False
2690,Bachelors,2018,Bangalore,3,29,Male,Yes,2,True
2691,Bachelors,2017,New Delhi,2,28,Female,No,1,False
2692,Bachelors,2013,Bangalore,2,27,Female,No,5,True
2693,Bachelors,2015,Bangalore,3,30,Male,No,4,False
2694,Bachelors,2012,Bangalore,3,26,Male,No,4,False
2695,Bachelors,2016,Bangalore,3,26,Male,No,4,False
2696,Masters,2017,Bangalore,2,30,Male,No,3,False
2697,Masters,2017,New Delhi,2,29,Male,No,4,False
2698,Bachelors,2014,Bangalore,3,28,Male,No,3,False
2699,Masters,2017,New Delhi,3,27,Male,No,5,True
2700,Bachelors,2014,Bangalore,3,27,Male,No,5,False
2701,Bachelors,2017,New Delhi,3,27,Male,No,5,False
2702,Bachelors,2016,Pune,3,30,Male,No,0,False
2703,Bachelors,2015,Bangalore,3,29,Female,No,0,False
2704,Bachelors,2015,Pune,2,27,Female,Yes,5,True
2705,Bachelors,2013,Bangalore,3,26,Female,No,4,False
2706,Bachelors,2015,New Delhi,3,29,Male,No,1,False
2707,Bachelors,2017,Bangalore,3,30,Male,No,4,False
2708,PHD,2017,New Delhi,3,27,Male,No,5,False
2709,PHD,2013,Bangalore,3,27,Male,No,5,False
2710,Bachelors,2018,Bangalore,3,28,Male,Yes,1,True
2711,Bachelors,2013,Bangalore,3,29,Male,No,1,False
2712,Masters,2017,Pune,2,29,Female,Yes,2,True
2713,Bachelors,2015,Pune,3,27,Male,No,5,False
2714,Bachelors,2012,Bangalore,3,27,Female,No,5,False
2715,Masters,2018,Pune,3,26,Male,No,4,True
2716,Bachelors,2012,New Delhi,1,27,Female,No,5,True
2717,Masters,2017,Pune,2,27,Male,Yes,5,True
2718,Bachelors,2015,Pune,1,28,Female,No,0,True
2719,Bachelors,2014,Bangalore,3,29,Male,No,4,True
2720,Bachelors,2017,New Delhi,3,29,Female,No,3,False
2721,PHD,2015,Pune,2,26,Female,No,4,False
2722,Bachelors,2017,Bangalore,3,30,Female,No,5,False
2723,Bachelors,2016,Pune,3,26,Male,No,4,False
2724,Masters,2013,Pune,3,26,Male,No,4,True
2725,Bachelors,2012,Pune,2,29,Female,No,2,True
2726,Bachelors,2018,Bangalore,3,30,Male,Yes,2,True
2727,Bachelors,2016,Bangalore,3,27,Male,No,5,False
2728,Bachelors,2015,Bangalore,3,26,Male,No,4,False
2729,Bachelors,2018,Bangalore,2,28,Female,No,3,True
2730,Bachelors,2012,Bangalore,3,28,Male,No,0,True
2731,Bachelors,2014,Bangalore,3,27,Male,No,5,False
2732,Bachelors,2012,Bangalore,3,28,Female,Yes,0,False
2733,Masters,2014,New Delhi,3,28,Male,No,2,False
2734,Bachelors,2012,Bangalore,3,26,Female,No,4,False
2735,Bachelors,2015,Pune,3,27,Male,No,5,False
2736,Bachelors,2016,Bangalore,3,28,Male,Yes,2,False
2737,Bachelors,2018,Pune,3,29,Male,Yes,3,True
2738,Bachelors,2014,New Delhi,3,29,Male,Yes,4,False
2739,Bachelors,2015,Bangalore,3,29,Male,No,1,False
2740,Masters,2018,Bangalore,3,27,Male,Yes,5,True
2741,Bachelors,2014,Bangalore,3,28,Male,No,5,False
2742,Masters,2017,Pune,2,27,Male,No,5,False
2743,Bachelors,2017,Pune,2,27,Male,No,5,False
2744,Bachelors,2014,Bangalore,3,28,Male,No,4,False
2745,Bachelors,2017,New Delhi,2,26,Male,No,4,False
2746,Bachelors,2017,Pune,3,29,Female,No,0,True
2747,Bachelors,2012,Bangalore,3,26,Female,No,4,False
2748,Bachelors,2017,New Delhi,2,26,Female,No,4,False
2749,Bachelors,2017,Pune,2,26,Female,No,4,True
2750,Bachelors,2014,Bangalore,3,30,Male,No,1,False
2751,Bachelors,2018,Bangalore,3,29,Male,No,2,True
2752,Masters,2013,Bangalore,3,30,Male,No,2,True
2753,Bachelors,2016,Bangalore,3,27,Female,No,5,False
2754,Bachelors,2016,New Delhi,3,26,Female,No,4,False
2755,Bachelors,2017,Bangalore,1,30,Male,No,1,False
2756,Bachelors,2015,New Delhi,3,30,Female,Yes,1,False
2757,Bachelors,2013,Pune,3,30,Male,No,0,False
2758,Bachelors,2015,Pune,3,27,Male,No,5,False
2759,Bachelors,2017,Pune,3,30,Female,No,1,True
2760,PHD,2018,New Delhi,3,30,Male,No,2,True
2761,Bachelors,2018,Bangalore,3,29,Male,Yes,1,True
2762,Bachelors,2013,Bangalore,3,30,Male,Yes,0,False
2763,Bachelors,2017,Bangalore,3,27,Male,No,5,True
2764,Bachelors,2016,New Delhi,3,29,Female,Yes,2,False
2765,Bachelors,2013,Pune,3,28,Male,No,5,False
2766,Bachelors,2014,New Delhi,3,26,Male,No,4,False
2767,Bachelors,2015,Pune,2,30,Female,No,1,True
2768,Masters,2013,New Delhi,2,26,Male,No,4,True
2769,Bachelors,2016,Bangalore,3,26,Male,No,4,False
2770,Masters,2012,Pune,3,27,Male,Yes,5,True
2771,Bachelors,2017,Bangalore,3,27,Female,No,5,False
2772,Bachelors,2013,Bangalore,3,30,Male,No,1,False
2773,Bachelors,2014,New Delhi,3,27,Male,No,5,False
2774,Masters,2013,Bangalore,3,30,Male,No,1,True
2775,Bachelors,2016,Bangalore,3,29,Male,No,2,True
2776,Bachelors,2016,Bangalore,3,28,Male,No,3,False
2777,Masters,2017,New Delhi,3,29,Female,No,2,False
2778,Bachelors,2014,New Delhi,3,26,Male,No,4,False
2779,Masters,2018,New Delhi,3,30,Male,No,2,True
2780,Masters,2014,Pune,3,27,Female,No,5,True
2781,Bachelors,2017,Pune,3,29,Male,No,0,False
2782,Masters,2016,New Delhi,3,30,Male,No,2,False
2783,Masters,2017,New Delhi,3,30,Male,No,3,True
2784,Bachelors,2013,Pune,2,30,Female,No,1,True
2785,Masters,2014,New Delhi,3,28,Female,No,3,False
2786,Bachelors,2013,Pune,3,26,Male,No,4,False
2787,Bachelors,2017,Bangalore,1,30,Male,No,2,False
2788,Bachelors,2016,Bangalore,3,28,Male,Yes,3,False
2789,Bachelors,2013,Pune,1,30,Female,Yes,1,True
2790,Bachelors,2013,Bangalore,3,30,Female,No,5,False
2791,Bachelors,2016,Bangalore,3,27,Male,No,5,False
2792,Bachelors,2015,Pune,3,27,Male,No,5,False
2793,Masters,2012,New Delhi,3,26,Female,No,4,False
2794,Bachelors,2013,Pune,2,26,Male,Yes,4,False
2795,Bachelors,2018,Bangalore,3,27,Male,No,5,True
2796,PHD,2018,New Delhi,2,30,Female,No,4,True
2797,Bachelors,2017,Bangalore,3,29,Male,No,3,False
2798,Bachelors,2013,Bangalore,3,28,Male,No,1,False
2799,Bachelors,2012,Bangalore,3,28,Male,Yes,2,False
2800,Masters,2017,New Delhi,1,30,Male,No,2,False
2801,Bachelors,2017,New Delhi,2,26,Female,No,4,False
2802,Masters,2013,Bangalore,1,29,Female,No,2,True
2803,Bachelors,2012,Pune,3,29,Male,No,5,False
2804,Bachelors,2014,Bangalore,3,27,Male,No,5,False
2805,Bachelors,2015,Bangalore,3,29,Male,No,4,False
2806,Bachelors,2014,Bangalore,3,29,Male,No,3,True
2807,Bachelors,2018,Bangalore,3,28,Male,No,0,True
2808,Bachelors,2012,Bangalore,3,27,Male,No,5,True
2809,Bachelors,2017,New Delhi,2,26,Male,No,4,False
2810,Bachelors,2014,Pune,2,29,Female,No,1,True
2811,Bachelors,2017,Bangalore,3,29,Male,No,4,False
2812,Bachelors,2015,Pune,2,28,Female,No,3,True
